track_name,track_popularity,artist_name,album,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,artist_encoded,album_encoded
Timber (feat. Ke$ha),81,Pitbull,Global Warming: Meltdown ,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",82,0.581,0.963,1.0,0.8653989190261319,1,0.0981,0.0295,0.0,0.139,0.788,0.7517290832967084,0.14268541556009057,4,9,4029,3447
After Party,80,Don Toliver,Heaven Or Hell,"['pop', 'rap', 'trap']",78,0.629,0.692,0.45454545454545453,0.767268309614717,1,0.0376,0.00981,0.331,0.603,0.453,0.9423099164951079,0.11735484051326493,4,9,1452,3776
wish you well,65,Wrabel,these words are all for you,"['alt z', 'australian pop', 'electropop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",62,0.572,0.336,0.0,0.787425001239649,1,0.0346,0.59,0.0,0.142,0.249,0.7747565404455137,0.12732940091135278,4,9,5530,10444
Malibu,68,Virginia To Vegas,Malibu,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']",58,0.657,0.653,0.8181818181818182,0.75536767987306,1,0.0258,0.0568,0.000142,0.321,0.624,0.6475330202863687,0.10401023175197786,4,9,5413,5384
You Broke Me First,67,Conor Maynard,You Broke Me First,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",67,0.399,0.274,0.18181818181818182,0.7814251004115634,1,0.0313,0.848,0.0,0.109,0.198,0.6565080613448683,0.11248147941069582,4,9,1078,10280
Lotus Flower Bomb (feat. Miguel),67,Wale,Ambition,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",70,0.512,0.598,0.8181818181818182,0.8437794416621214,0,0.115,0.611,0.0,0.0881,0.345,0.4058950752931924,0.1490404238069945,4,9,5441,520
Always Been You,72,Jessie Murph,Always Been You,"['alt z', 'pop']",63,0.655,0.572,0.2727272727272727,0.7766648485149006,0,0.0535,0.646,1.81e-06,0.0774,0.403,0.7929495038282715,0.09213119566128987,4,9,2463,504
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),75,T-Pain,Epiphany ,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",76,0.693,0.549,0.09090909090909091,0.7648881836663858,1,0.119,0.0109,0.0,0.0677,0.605,0.46279290324073014,0.15931900142573593,4,9,4791,2801
Undress Rehearsal,60,Timeflies,Just For Fun ,"['dance pop', 'indie pop rap', 'pop', 'pop dance', 'pop rap', 'pop rock', 'post-teen pop', 'tropical house']",55,0.953,0.652,1.0,0.8636138245648832,0,0.0849,0.00456,0.0,0.0287,0.73,0.7112777867733803,0.15011252131614997,4,9,5197,4560
"Read All About It, Pt. III",67,Emeli Sandé,Our Version Of Events ,"['dance pop', 'neo soul', 'pop', 'r&b', 'uk pop']",64,0.63,0.44,0.18181818181818182,0.7885654782565578,1,0.0249,0.822,3.87e-06,0.0926,0.343,0.5671971501931484,0.19828003131027927,4,9,1623,6360
Beautiful Scars,71,Maximillian,Still Alive ,"['australian pop', 'gen z singer-songwriter', 'pop']",61,0.706,0.457,0.36363636363636365,0.7518470769078197,0,0.0597,0.369,0.0,0.106,0.427,0.8382989058777267,0.13611375136283582,4,9,3435,8003
Lost,84,Frank Ocean,channel ORANGE,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",82,0.913,0.603,0.7272727272727273,0.8454405712302275,1,0.153,0.0272,0.000503,0.167,0.497,0.7116478915592979,0.1636052947918705,4,9,1829,10371
Shouldn't Be,73,Luke Chiang,Shouldn't Be,"['chill r&b', 'pop']",59,0.651,0.291,0.36363636363636365,0.7185748995884366,1,0.0326,0.738,0.0,0.115,0.302,0.7222710554925864,0.1470716502194515,3,9,3220,7581
I Love You Always Forever,54,Betty Who,The Valley,"['australian dance', 'dance pop', 'electropop', 'indie poptimism', 'metropopolis', 'pop']",56,0.747,0.687,0.0,0.8154410670898002,1,0.0449,0.336,0.0,0.302,0.558,0.613246281603479,0.15596432864610998,4,9,525,9154
Stay Next To Me (with Chelsea Cutler),69,Quinn XCII,Change of Scenery II,"['electropop', 'indie pop rap', 'pop', 'pop rap']",67,0.581,0.584,0.18181818181818182,0.8445480239996034,1,0.153,0.0805,0.0,0.366,0.756,1.040653697578127,0.14400352240641862,4,9,4123,1676
All Around The World (La La La),72,R3HAB,All Around The World ,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",76,0.733,0.859,0.8181818181818182,0.8420191401795012,0,0.033,0.479,0.0645,0.105,0.52,0.7225601998565845,0.10332392161247939,4,9,4131,419
The Ocean (feat. Shy Martin),71,Mike Perry,The Ocean ,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'swedish tropical house', 'tropical house']",66,0.632,0.575,0.45454545454545453,0.806118907125502,1,0.029,0.0225,1.81e-06,0.104,0.188,0.5206738220258612,0.12818624025048223,4,9,3539,8964
Stars Align (with Drake),69,Majid Jordan,Wildest Dreams,"['canadian contemporary r&b', 'pop', 'r&b', 'trap soul']",66,0.763,0.667,0.18181818181818182,0.8109039520007933,1,0.085,0.021,2.4e-05,0.0715,0.75,0.5543707062061948,0.18207486511419865,4,9,3315,10139
Boyfriend,86,Dove Cameron,Boyfriend,"['pop', 'post-teen pop']",73,0.345,0.612,0.6363636363636364,0.8045073635146527,0,0.0608,0.232,0.0,0.194,0.232,1.039606994980454,0.10693019485057728,3,9,1470,1358
Boys Like You,61,Anna Clendening,Boys Like You,"['alt z', 'australian pop', 'pop', 'post-teen pop', 'social media pop', 'uk pop']",56,0.664,0.607,0.18181818181818182,0.7480041652204096,1,0.113,0.23,0.0,0.164,0.541,0.554914297610511,0.13093637303961309,4,9,278,1363
Shivers,88,Ed Sheeran,=,"['pop', 'uk pop']",90,0.788,0.859,0.18181818181818182,0.8991917488967126,1,0.0856,0.281,0.0,0.0424,0.822,0.81550276422012,0.1452664169299153,4,9,1539,200
Big Energy,76,Latto,777,"['pop', 'rap', 'trap queen']",73,0.937,0.793,1.0,0.8568701343779442,0,0.115,0.0453,0.0,0.341,0.794,0.61311327519604,0.1205865086243046,4,9,2997,172
ALL MINE,79,Brent Faiyaz,WASTELAND,"['dmv rap', 'hip hop', 'pop', 'r&b', 'rap']",80,0.617,0.378,0.8181818181818182,0.7549957851936332,1,0.0315,0.428,9.16e-05,0.11,0.22,0.8209791584742432,0.15100430516340052,4,9,718,9851
Still,64,Jeff Bernat,She Loves Me Not,"['chill r&b', 'pop', 'popping']",60,0.485,0.315,0.36363636363636365,0.6791540635691972,1,0.0946,0.581,0.000349,0.11,0.425,0.779035877032685,0.15859704788795392,4,9,2418,7556
by now,54,VÉRITÉ,by now,"['alt z', 'brooklyn indie', 'dark pop', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'metropopolis', 'nyc pop', 'pop', 'vapor pop', 'vapor soul']",51,0.63,0.605,0.7272727272727273,0.7771359151088412,1,0.0348,0.013,0.00189,0.158,0.205,0.43376859198260515,0.13758980738587123,4,9,5425,10369
Stick Season,81,Noah Kahan,Stick Season,"['neo mellow', 'pop']",70,0.664,0.5,0.8181818181818182,0.7947885158922993,1,0.0651,0.799,0.0,0.0966,0.801,0.6817792787582986,0.12744052444717788,4,9,3783,8000
All Night,59,Bree Runway,Be Runway,"['alternative r&b', 'dance pop', 'electropop', 'escape room', 'pop', 'r&b']",55,0.661,0.505,0.36363636363636365,0.7911439480339167,1,0.108,0.0629,0.000457,0.0587,0.532,0.5495362124401472,0.1527291660842582,4,9,716,920
Dog Days Are Over,74,Florence + The Machine,Lungs ,"['baroque pop', 'pop', 'uk alternative pop']",75,0.501,0.809,0.6363636363636364,0.8362175831804433,1,0.0938,0.0338,0.00602,0.119,0.258,0.8672249080520924,0.17669271197338626,4,9,1795,5283
Losing Me,30,Gabrielle Aplin,Dear Happy,"['acoustic pop', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'uk pop', 'viral pop']",60,0.656,0.405,0.6363636363636364,0.7599543809193237,1,0.0507,0.175,0.0,0.0958,0.243,0.7742418634775972,0.12704914595622152,4,9,1892,2191
Icon,71,Jaden,SYRE,"['pop', 'rap']",69,0.786,0.82,0.8181818181818182,0.8404571825259087,0,0.153,0.222,0.0,0.575,0.49,0.6938423816242975,0.15445193033462862,4,9,2334,7323
In The Stars,86,Benson Boone,In The Stars,['pop'],72,0.362,0.54,0.9090909090909091,0.8172013685724203,1,0.0528,0.338,0.0,0.139,0.3,0.45110568804792867,0.15124682004976098,3,9,515,4273
Flower,55,Johnny Stimson,Flower,"['chill r&b', 'pop']",56,0.486,0.361,0.0,0.7762681608568452,0,0.153,0.135,0.0,0.0989,0.5,1.137956558950753,0.12106944172653826,3,9,2617,3116
Cool Again,59,Shoffy,Lenses,"['chill pop', 'chill r&b', 'electropop', 'indie poptimism', 'la pop', 'pop']",52,0.803,0.449,1.0,0.7966231963108049,1,0.0745,0.443,3.32e-05,0.127,0.655,0.5209051375170596,0.13414148332448073,4,9,4537,4914
Better With You (with Benjamin Kheng),60,Gentle Bones,Gentle Bones,"['chill r&b', 'pop', 'singaporean pop']",56,0.646,0.456,0.0,0.7864828680517678,1,0.0327,0.176,0.0,0.36,0.45,0.8906456015359351,0.11601646585222666,4,9,1925,3360
Drew Barrymore,53,Bryce Vine,Carnival,"['electropop', 'pop', 'pop rap']",66,0.758,0.574,1.0,0.795928992909208,0,0.0572,0.46,0.00272,0.102,0.261,0.8789121232448939,0.13359075787649213,4,9,747,1614
What You Did (feat. Ella Mai),63,Mahalia,LOVE AND COMPROMISE,"['alternative r&b', 'indie anthem-folk', 'pop', 'r&b', 'uk contemporary r&b']",61,0.734,0.511,0.0,0.8451182625080577,0,0.0592,0.148,0.0,0.29,0.727,0.7228319955587427,0.1446332224427609,4,9,3311,4744
Pompeii,73,Bastille,Bad Blood,"['metropopolis', 'modern rock', 'pop', 'pop rock']",75,0.679,0.715,0.8181818181818182,0.808474240095205,1,0.0407,0.0755,0.0,0.271,0.571,0.7369422405218479,0.14966593050236224,4,9,469,837
River,74,Bishop Briggs,Church Of Scars,"['electropop', 'modern alternative rock', 'modern rock', 'pop']",63,0.733,0.477,0.18181818181818182,0.7996975256607328,0,0.0687,0.302,2.97e-06,0.0579,0.545,0.36147093520853096,0.15105322747477007,4,9,582,1757
You Are My Sunshine,62,Jasmine Thompson,You Are My Sunshine,"['neo mellow', 'pop', 'uk pop', 'viral pop']",66,0.494,0.215,0.18181818181818182,0.7165170823622751,1,0.0321,0.904,0.0,0.109,0.313,0.7174076472901392,0.11033309105141036,4,9,2388,10277
"i hate u, i love u (feat. olivia o'brien)",77,gnash,us,['pop'],64,0.492,0.275,0.5454545454545454,0.6345019090593544,0,0.153,0.687,0.0,0.101,0.18,0.5354953621244015,0.17544519303346287,4,9,5641,10447
drive all night,58,joan,drive all night,"['chill r&b', 'electropop', 'indie poptimism', 'indietronica', 'little rock indie', 'pop']",52,0.542,0.758,0.8181818181818182,0.8419695542222442,1,0.0313,0.000184,5.76e-06,0.144,0.43,0.9028706252457728,0.12473791618909172,4,9,5645,10382
3:00 AM,68,Finding Hope,Our Love,"['chill r&b', 'pop']",55,0.55,0.147,0.0,0.5037189467942679,0,0.0404,0.563,0.00102,0.286,0.0346,0.4741447109712938,0.14114156719130022,4,9,1767,6357
I Follow Rivers - The Magician Remix,62,Lykke Li,Wounded Rhymes,"['art pop', 'electropop', 'pop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",68,0.785,0.7,0.8181818181818182,0.8226558238706798,0,0.0406,0.0182,0.00237,0.0823,0.296,0.7056973005482178,0.195434849459059,4,9,3238,10218
"she likes spring, I prefer winter",65,slchld,"my insecurities, not yours","['canadian contemporary r&b', 'chill r&b', 'pop']",58,0.39,0.661,0.8181818181818182,0.8011107254425547,1,0.0604,0.556,0.0,0.264,0.487,0.4600865119937083,0.1449749797321853,4,9,5651,10420
Black Hole,59,Griff,One Foot In Front Of The Other,"['dance pop', 'pop', 'tropical house', 'uk pop']",62,0.878,0.64,0.0,0.8268706302375168,1,0.0591,0.142,0.0,0.0981,0.658,0.7174770419374986,0.14014425092952393,4,9,2045,6280
All My Friends (feat. Tinashe & Chance the Rapper),72,Snakehips,All My Friends ,"['edm', 'electro house', 'pop', 'pop dance', 'tropical house']",62,0.681,0.521,0.0,0.8217136906827988,1,0.141,0.12,8.41e-05,0.108,0.181,0.5493569429344684,0.16056791814598417,4,9,4615,443
I Love It,51,Icona Pop,Icona Pop,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop', 'uk pop']",66,0.71,0.901,0.09090909090909091,0.9001338820845937,1,0.0296,0.00828,1.34e-05,0.172,0.86,0.7283720015729455,0.10956710743339576,4,9,2229,4168
More Than You Know,80,Axwell /\ Ingrosso,More Than You Know,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",65,0.646,0.741,0.45454545454545453,0.8434323399613229,0,0.034,0.0275,0.0,0.312,0.571,0.7117404177557772,0.14187470297168098,4,9,409,5706
Let Me Love You,68,Mario,Turning Point,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",64,0.686,0.588,0.6363636363636364,0.7598800019834383,0,0.0554,0.178,0.0,0.0954,0.617,0.546592722814647,0.17410751726258702,4,9,3366,9561
Talk Too Much,72,COIN,How Will You Know If You Never Try,"['indie pop', 'modern rock', 'pop']",65,0.598,0.888,0.36363636363636365,0.8398125650815689,1,0.0807,0.00947,0.0,0.347,0.482,0.6012236589484398,0.13078541276452993,4,9,790,3989
The Way I Are,79,Timbaland,Shock Value,"['dance pop', 'hip hop', 'pop', 'pop rap', 'urban contemporary']",75,0.731,0.807,0.2727272727272727,0.8057718054247038,0,0.1,0.181,0.751,0.319,0.765,0.6636383613610605,0.12518520589304186,4,9,5195,7569
REEL IT IN,76,Aminé,ONEPOINTFIVE,"['hip hop', 'pop', 'portland hip hop', 'rap']",69,0.754,0.342,0.9090909090909091,0.7515991471215352,0,0.0991,0.073,0.0,0.193,0.423,0.7458825842566678,0.08480822453943138,4,9,228,6172
Vegas (From the Original Motion Picture Soundtrack ELVIS),90,Doja Cat,Vegas ,"['dance pop', 'pop']",88,0.801,0.601,0.7272727272727273,0.7789458025487183,0,0.153,0.0777,3.23e-05,0.145,0.74,0.9250826952881035,0.12783190293813423,4,9,1425,9723
Broken Strings,69,James Morrison,"Songs For You, Truths For Me ","['neo mellow', 'neo soul', 'pop', 'pop rock', 'uk pop']",63,0.57,0.717,0.09090909090909091,0.8448951257004016,1,0.029,0.00967,0.0,0.0833,0.321,0.6471629155004511,0.17503913784909564,4,9,2359,7830
Me And My Broken Heart,78,Rixton,Let The Road,"['australian pop', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",61,0.545,0.783,0.45454545454545453,0.861084940744781,0,0.0345,0.00489,0.0,0.132,0.551,1.0067081492447552,0.1353980878365156,4,9,4264,4937
Little Do You Know,76,Alex & Sierra,It's About Us,"['neo mellow', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",60,0.5,0.292,0.0,0.7546486834928348,1,0.0323,0.746,0.0,0.188,0.37,0.8436018135134511,0.12943445808056805,4,9,143,4397
All Mine,58,ayokay,Digital Dreamscape,"['electropop', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'tropical house']",57,0.727,0.701,0.6363636363636364,0.75120245946348,1,0.0385,0.0161,0.16,0.111,0.416,0.688256112511855,0.12079617567303122,4,9,5625,2332
It's You,80,Ali Gatie,YOU,"['canadian hip hop', 'pop']",71,0.732,0.463,1.0,0.7938711756830465,0,0.0287,0.374,0.0,0.194,0.397,0.5549894751451505,0.14858894076206983,4,9,175,10242
The Color Violet,81,Tory Lanez,Alone At Prom,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",79,0.645,0.534,0.5454545454545454,0.6989636534933307,0,0.0479,0.157,0.0,0.0863,0.463,0.6073188221415189,0.1582755584132398,4,9,5270,488
Body,61,Loud Luxury,Body,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",68,0.759,0.774,0.09090909090909091,0.8574403728863985,1,0.0381,0.0503,4.02e-05,0.056,0.596,0.7053329786495802,0.11407005674988119,4,9,3173,1292
Destroy Myself Just For You,70,Montell Fish,JAMIE,"['pittsburgh rap', 'pop']",68,0.512,0.186,0.0,0.5693459612237814,1,0.0373,0.904,0.0281,0.11,0.191,0.34510536420624094,0.10203796371362277,4,9,3612,4435
Riptide,82,Vance Joy,Dream Your Life Away,"['folk-pop', 'pop']",75,0.484,0.731,0.09090909090909091,0.8007636237417562,1,0.0379,0.431,0.0,0.151,0.51,0.5878536235571696,0.14276928237958122,4,9,5377,2515
Work It,70,Missy Elliott,Under Construction,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",70,0.884,0.677,0.09090909090909091,0.8278127634253979,1,0.153,0.0778,0.0,0.0732,0.584,0.5890911614350813,0.1839667607838752,4,9,3579,9633
Sweater Weather,91,The Neighbourhood,I Love You.,"['modern alternative rock', 'modern rock', 'pop', 'shimmer pop']",83,0.612,0.807,0.9090909090909091,0.8970595527346655,1,0.0336,0.0495,0.0177,0.101,0.398,0.7173845157410192,0.16801319504626652,4,9,5044,4094
So Hot You're Hurting My Feelings,68,Caroline Polachek,Pang,"['alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie pop', 'indietronica', 'pop']",58,0.795,0.576,0.5454545454545454,0.84348192591858,1,0.0289,0.0787,1.01e-05,0.121,0.847,0.6475388031736485,0.1284986441530849,4,9,866,6435
This Could Be Us,78,Rae Sremmurd,SremmLife,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,0.732,0.69,0.0,0.8429612733673825,0,0.134,0.291,0.0,0.116,0.758,0.8273692489186002,0.14418593273881078,4,9,4149,7931
Rich Girl Mood,47,Dounia,The Avant,"['alt z', 'alternative r&b', 'electropop', 'escape room', 'high vibe', 'pop']",46,0.808,0.605,0.7272727272727273,0.7826399563643576,1,0.153,0.254,0.0,0.155,0.582,0.7054717679442993,0.13401218864443265,4,9,1469,8477
It Won't Stop (feat. Chris Brown) - EP Version,69,Sevyn Streeter,"Call Me Crazy, But...","['alternative r&b', 'hip pop', 'pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary']",60,0.657,0.574,0.09090909090909091,0.7315912133683741,0,0.0407,0.016,8.1e-05,0.172,0.211,0.6939002104970972,0.19644404685359648,4,9,4500,1541
How to Save a Life,79,The Fray,How To Save A Life,"['neo mellow', 'piano rock', 'pop', 'pop rock']",68,0.64,0.743,0.9090909090909091,0.865572469876531,1,0.0379,0.269,0.0,0.101,0.361,0.7057146492100577,0.18348173101115428,4,9,4971,3988
Photo ID (with Dominic Fike),65,Remi Wolf,We Love Dogs!,"['indie pop', 'modern alternative pop', 'pop']",65,0.75,0.829,0.09090909090909091,0.844200922298805,1,0.0915,0.21,0.0,0.279,0.87,0.6702019384238164,0.14674666629392524,4,9,4210,9948
Dance Monkey,76,Tones And I,Welcome To The Madhouse ,"['australian pop', 'pop']",72,0.824,0.587,0.5454545454545454,0.8080279664798928,0,0.0937,0.69,0.000105,0.149,0.514,0.5668906571673106,0.14637415783735427,4,9,5250,9979
Him & I (with Halsey),78,G-Eazy,The Beautiful & Damned,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",75,0.589,0.731,0.18181818181818182,0.8094659592403433,1,0.0868,0.0534,0.0,0.308,0.191,0.5083620550068239,0.1879085012999357,4,9,1883,8495
yes & no,59,XYLØ,yes & no,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'la pop', 'pop', 'vapor soul']",51,0.835,0.505,0.7272727272727273,0.8220855853622255,0,0.153,0.286,0.00219,0.198,0.665,0.6825021396682937,0.12508945794079002,4,9,5540,10453
HEARTFIRST,74,Kelsea Ballerini,HEARTFIRST,"['contemporary country', 'country', 'pop']",69,0.662,0.855,0.0,0.8739524966529479,1,0.0457,0.021,0.0,0.228,0.84,0.6944033216904537,0.13070434150568896,4,9,2814,3629
STAYING ALIVE (feat. Drake & Lil Baby),76,DJ Khaled,GOD DID,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,0.677,0.495,0.36363636363636365,0.7888629940000992,0,0.0821,0.0668,0.0,0.319,0.152,0.7516249913256691,0.12452545357971541,4,9,1171,3324
Invincible (feat. Daniel Caesar),66,Omar Apollo,Ivory,"['bedroom pop', 'bedroom soul', 'pop', 'r&b']",67,0.555,0.474,0.5454545454545454,0.6765012148559528,0,0.0668,0.224,0.00426,0.162,0.262,0.780053665193958,0.15107209750915546,4,9,3849,4421
Cash In Cash Out,82,Pharrell Williams,Cash In Cash Out,"['hip hop', 'pop']",81,0.877,0.56,0.6363636363636364,0.8737293598452919,1,0.0596,0.00721,1.45e-06,0.0839,0.154,0.6937787698642179,0.15105532414525732,4,9,3996,1629
Medicine,67,Queen Naija,Medicine,"['pop', 'pop r&b', 'r&b', 'rap', 'urban contemporary']",63,0.741,0.37,0.7272727272727273,0.7575494619923638,0,0.153,0.24,0.0,0.118,0.13,0.6711618977122898,0.15315199463252355,4,9,4116,5483
Another Love,58,Tom Odell,Long Way Down,"['chill pop', 'pop']",76,0.442,0.538,0.36363636363636365,0.7547478554073487,0,0.0451,0.717,2.95e-05,0.09,0.139,0.7098956767134695,0.17078080008945795,4,9,5229,5132
we fell in love in october,83,girl in red,we fell in love in october / forget her,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']",75,0.566,0.366,0.6363636363636364,0.6491793524073982,1,0.028,0.113,0.181,0.155,0.237,0.7515382480164697,0.12870341897067458,4,9,5640,10449
Ross And Rachel,60,Jake Miller,Silver Lining II,"['australian pop', 'indie pop rap', 'pop', 'post-teen pop']",58,0.66,0.639,0.8181818181818182,0.8028462339465464,1,0.0286,0.345,0.00109,0.0775,0.227,0.7174712590502187,0.1348718235442118,4,9,2344,7624
Falling,78,Trevor Daniel,Nicotine,"['melodic rap', 'pop', 'pop rap']",66,0.785,0.431,0.9090909090909091,0.7496405018098874,0,0.0364,0.123,0.0,0.0887,0.236,0.7349182299738614,0.11139051186715496,4,9,5296,5989
Antidote (feat. Adekunle Gold),61,Nao,And Then Life Was Beautiful,"['alternative r&b', 'indie soul', 'neo soul', 'pop', 'r&b', 'uk contemporary r&b']",58,0.776,0.696,1.0,0.833515148509942,0,0.0733,0.203,1.62e-05,0.177,0.849,0.5787340103166709,0.14161401694109754,4,9,3694,574
"Honey, Honey - From 'Mamma Mia!' Original Motion Picture Soundtrack",69,Amanda Seyfried,Mamma Mia! The Movie Soundtrack,"['hollywood', 'pop']",67,0.506,0.895,0.36363636363636365,0.8658451926414439,1,0.0363,0.0417,5.47e-06,0.252,0.806,0.8098586662348779,0.13094406083139973,4,9,215,5392
Sofia,79,Clairo,Immunity,"['bedroom pop', 'indie pop', 'pop']",75,0.744,0.619,0.0,0.7236326672286408,1,0.039,0.598,0.00372,0.231,0.641,0.6534489139737689,0.1316618210282072,4,9,1019,4226
Dancing On My Own,64,Robyn,Body Talk,"['art pop', 'dance pop', 'electropop', 'europop', 'pop', 'scandipop', 'swedish electropop', 'swedish pop']",61,0.674,0.857,0.5454545454545454,0.8346308325482222,1,0.0346,0.0557,0.196,0.0942,0.278,0.6767597325992923,0.19978054848899948,4,9,4293,1301
tears in the club (feat. the weeknd),60,FKA twigs,CAPRISONGS,"['afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'escape room', 'experimental r&b', 'pop', 'trip hop']",64,0.616,0.717,0.7272727272727273,0.8135568007140379,1,0.11,0.194,9.81e-05,0.0731,0.72,0.9714672341606719,0.13751362835816722,4,9,1706,1521
Freaky Deaky,78,Tyga,Freaky Deaky,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80,0.799,0.653,0.18181818181818182,0.8315317102196658,0,0.037,0.019,0.0,0.0935,0.236,0.6015301519742778,0.15045777305638647,4,9,5327,3211
Someone To You,76,BANNERS,Where The Shadow Ends,"['indie poptimism', 'pop', 'pop rock']",66,0.52,0.903,0.18181818181818182,0.8304408191600139,1,0.042,0.00517,0.0,0.254,0.652,0.4336471513497259,0.15361675659053423,4,9,420,10080
Paper Planes,66,Elina,Paper Planes,"['alt z', 'australian pop', 'pop']",56,0.529,0.351,0.09090909090909091,0.6572122774830168,1,0.0368,0.543,0.0,0.0851,0.529,0.8547974832874559,0.13976475357132873,4,9,1597,6442
Ballin' (with Roddy Ricch),79,Mustard,Perfect Ten,"['cali rap', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,0.809,0.545,0.6363636363636364,0.8011603113998117,1,0.0735,0.392,0.0,0.151,0.244,0.5609863292544702,0.12610424645662688,4,9,3665,6531
I Wanna Dance with Somebody (Who Loves Me),81,Whitney Houston,Whitney,"['dance pop', 'pop', 'urban contemporary']",75,0.709,0.824,0.09090909090909091,0.7479545792631527,1,0.0453,0.207,0.000307,0.0888,0.867,0.6871111008304227,0.20358181208241313,4,9,5483,10105
Persuasive (with SZA),71,Doechii,Persuasive ,"['alternative r&b', 'escape room', 'pop', 'r&b', 'rap', 'viral rap']",63,0.756,0.554,0.6363636363636364,0.7890613378291268,0,0.145,0.211,0.0,0.274,0.563,0.6941083944391757,0.14700875010483352,4,9,1424,6552
Everything Is Embarrassing,54,Sky Ferreira,"Night Time, My Time","['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'indie pop', 'la indie', 'metropopolis', 'neo-synthpop', 'pop']",53,0.667,0.783,0.0,0.8208211434521744,1,0.0361,0.0606,1.17e-06,0.0418,0.564,0.6774363304110477,0.17480640742500908,4,9,4583,6007
Remember (and David Guetta),70,Becky Hill,Only Honest On The Weekend,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",77,0.626,0.864,0.7272727272727273,0.8893737293598454,1,0.0378,0.0682,0.0,0.087,0.555,0.7161122805394278,0.11279178664281121,4,9,483,6307
State Lines,72,Novo Amor,Birthplace,"['ambient folk', 'indie folk', 'pop']",69,0.509,0.31,0.8181818181818182,0.7033520107105669,1,0.0313,0.959,0.229,0.0963,0.151,0.7949966459253777,0.14582552905985297,3,9,3805,1121
Tonight Tonight,73,Hot Chelle Rae,Whatever,"['dance pop', 'dance rock', 'neo mellow', 'neon pop punk', 'pop', 'pop punk', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']",59,0.686,0.783,0.36363636363636365,0.8433331680468092,1,0.119,0.0764,0.0,0.163,0.814,0.5781615044759548,0.14010441419026587,4,9,2185,10041
Lie 2 Me,61,Fern.,Fern.,"['chill r&b', 'opm', 'pinoy indie', 'pop']",52,0.393,0.425,0.8181818181818182,0.7566073288044826,1,0.0445,0.426,1.99e-06,0.238,0.227,0.5501954615900627,0.16794190824969948,4,9,1754,3033
Wanted,67,Hunter Hayes,Hunter Hayes ,"['contemporary country', 'country', 'country road', 'neo mellow', 'pop', 'post-teen pop']",60,0.421,0.476,0.0,0.7760202310705608,1,0.0298,0.268,0.0,0.0816,0.3,0.9818417339409221,0.15993402476866736,4,9,2210,4013
